region,tech,vintage,capacity,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
PEI,T_LDV_LTF_GSL_PHEV35_EX,2023,0.06641329878208838,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
QC,T_LDV_LTF_DSL_EX,2023,6.97979957219759,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
QC,T_LDV_LTF_GSL_EX,2023,119.52475712134222,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
QC,T_LDV_LTF_GSL_HEV_EX,2023,7.2679994234083285,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
QC,T_LDV_LTF_GSL_PHEV35_EX,2023,6.132340723637628,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
SK,T_LDV_LTF_DSL_EX,2023,4.726440081796338,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
SK,T_LDV_LTF_GSL_EX,2023,39.22215473483642,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
SK,T_LDV_LTF_GSL_HEV_EX,2023,1.945628284071457,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
SK,T_LDV_LTF_GSL_PHEV35_EX,2023,0.29425682562699895,k vehicles,CEUD 2023 stock; MTO 2025 age; freight_light_trucks,T01,5,5,5,5,5,existing-capacity-road-freight-light-trucks-2023:composite:1:d4adbbd065ab36f9
AB,T_HDV_T_DSL_EX,2000,0.8389664182851109,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
BCT,T_HDV_T_DSL_EX,2000,0.472349120467773,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
MB,T_HDV_T_DSL_EX,2000,0.29806086087441624,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
NB,T_HDV_T_DSL_EX,2000,0.09053647612664828,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
NLLAB,T_HDV_T_DSL_EX,2000,0.03719755790574865,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
NS,T_HDV_T_DSL_EX,2000,0.0842691347588607,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
ON,T_HDV_T_DSL_EX,2000,1.0578799221929738,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
PEI,T_HDV_T_DSL_EX,2000,0.03623676264889441,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
QC,T_HDV_T_DSL_EX,2000,0.6379015339565013,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
SK,T_HDV_T_DSL_EX,2000,0.380970100808191,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2000:composite:1:e432a5b0ae569d40
AB,T_HDV_T_DSL_EX,2005,8.827238847933023,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
BCT,T_HDV_T_DSL_EX,2005,4.969851492390918,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
MB,T_HDV_T_DSL_EX,2005,3.1360664179348356,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
NB,T_HDV_T_DSL_EX,2005,0.9525853261846746,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
NLLAB,T_HDV_T_DSL_EX,2005,0.3913764854438749,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
NS,T_HDV_T_DSL_EX,2005,0.886643092992462,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
ON,T_HDV_T_DSL_EX,2005,11.130551285613842,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
PEI,T_HDV_T_DSL_EX,2005,0.3812674166762008,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
QC,T_HDV_T_DSL_EX,2005,6.711721803128608,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
SK,T_HDV_T_DSL_EX,2005,4.008401290517667,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2005:composite:1:e48d94ed068b557f
AB,T_HDV_T_DSL_EX,2010,15.665279040442364,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
BCT,T_HDV_T_DSL_EX,2010,8.819757996702773,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
MB,T_HDV_T_DSL_EX,2010,5.565427238644773,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
NB,T_HDV_T_DSL_EX,2010,1.6905076662798106,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
NLLAB,T_HDV_T_DSL_EX,2010,0.6945571497458194,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
NS,T_HDV_T_DSL_EX,2010,1.573483135585502,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
ON,T_HDV_T_DSL_EX,2010,19.752857577194035,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
PEI,T_HDV_T_DSL_EX,2010,0.6766170683893804,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
QC,T_HDV_T_DSL_EX,2010,11.910972015042997,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
SK,T_HDV_T_DSL_EX,2010,7.113518259079623,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2010:composite:1:04a59f58e4b37212
AB,T_HDV_T_DSL_EX,2015,26.185228727416245,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
BCT,T_HDV_T_DSL_EX,2015,14.7426279396552,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
MB,T_HDV_T_DSL_EX,2015,9.302865581486042,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
NB,T_HDV_T_DSL_EX,2015,2.825760702551614,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
NLLAB,T_HDV_T_DSL_EX,2015,1.1609839686483487,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
NS,T_HDV_T_DSL_EX,2015,2.6301488596321225,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
ON,T_HDV_T_DSL_EX,2015,33.01780276901451,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
PEI,T_HDV_T_DSL_EX,2015,1.1309963040498419,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
QC,T_HDV_T_DSL_EX,2015,19.90973322432101,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
SK,T_HDV_T_DSL_EX,2015,11.890570361994126,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2015:composite:1:6f3c2f3821e37605
AB,T_HDV_T_DSL_EX,2020,36.92101677334387,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
BCT,T_HDV_T_DSL_EX,2020,20.78701771557472,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
MB,T_HDV_T_DSL_EX,2020,13.116985142642314,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
NB,T_HDV_T_DSL_EX,2020,3.984305784853786,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
NLLAB,T_HDV_T_DSL_EX,2020,1.6369804910342127,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
NS,T_HDV_T_DSL_EX,2020,3.7084942497063564,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
ON,T_HDV_T_DSL_EX,2020,46.554905536394415,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
PEI,T_HDV_T_DSL_EX,2020,1.5946980622969886,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
QC,T_HDV_T_DSL_EX,2020,28.072605436450218,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
SK,T_HDV_T_DSL_EX,2020,16.765633493212906,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2020:composite:1:bb73092607545581
AB,T_HDV_T_DSL_EX,2023,25.078270192579396,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
BCT,T_HDV_T_DSL_EX,2023,14.11939573520862,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
MB,T_HDV_T_DSL_EX,2023,8.909594758417619,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
NB,T_HDV_T_DSL_EX,2023,2.706304044003467,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
NLLAB,T_HDV_T_DSL_EX,2023,1.111904347221996,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
NS,T_HDV_T_DSL_EX,2023,2.5189615273246964,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
ON,T_HDV_T_DSL_EX,2023,31.622002909590226,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
PEI,T_HDV_T_DSL_EX,2023,1.0831843859386938,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
QC,T_HDV_T_DSL_EX,2023,19.068065987100677,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
SK,T_HDV_T_DSL_EX,2023,11.387906494387487,k vehicles,CEUD 2023 stock; MTO 2025 age; heavy_trucks,T01,5,5,5,5,5,existing-capacity-road-heavy-trucks-2023:composite:1:639cc85a5fd20cbe
AB,T_MDV_T_DSL_EX,2000,2.3554437910765365,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
AB,T_MDV_T_GSL_EX,2000,0.7773769585515704,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
BCT,T_MDV_T_DSL_EX,2000,1.911063877921668,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
BCT,T_MDV_T_GSL_EX,2000,0.6879390269982303,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
MB,T_MDV_T_DSL_EX,2000,0.33801818828797725,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
MB,T_MDV_T_GSL_EX,2000,0.1083820695119866,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NB,T_MDV_T_DSL_EX,2000,0.14609870430900482,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NB,T_MDV_T_GSL_EX,2000,0.07802526618410617,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NLLAB,T_MDV_T_DSL_EX,2000,0.07988889381863812,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NLLAB,T_MDV_T_GSL_EX,2000,0.07262626710785283,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NS,T_MDV_T_DSL_EX,2000,0.19248828885843244,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
NS,T_MDV_T_GSL_EX,2000,0.1036879351660005,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
ON,T_MDV_T_DSL_EX,2000,2.1207985447577116,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
ON,T_MDV_T_GSL_EX,2000,0.9962799441234763,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
PEI,T_MDV_T_DSL_EX,2000,0.03240346390255406,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
PEI,T_MDV_T_GSL_EX,2000,0.018984300873657017,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
QC,T_MDV_T_DSL_EX,2000,1.0979155461019343,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
QC,T_MDV_T_GSL_EX,2000,0.6024038199529909,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
SK,T_MDV_T_DSL_EX,2000,0.652127088010367,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
SK,T_MDV_T_GSL_EX,2000,0.2517890896380895,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2000:composite:1:3ea3c1d588300ef0
AB,T_MDV_T_DSL_EX,2005,24.782952551561547,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
AB,T_MDV_T_GSL_EX,2005,8.179221406788724,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
BCT,T_MDV_T_DSL_EX,2005,20.107380863412402,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
BCT,T_MDV_T_GSL_EX,2005,7.23819448761814,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
MB,T_MDV_T_DSL_EX,2005,3.5564799948280887,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
MB,T_MDV_T_GSL_EX,2005,1.140348878768184,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NB,T_MDV_T_DSL_EX,2005,1.5371868649346323,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NB,T_MDV_T_GSL_EX,2005,0.8209478302939601,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NLLAB,T_MDV_T_DSL_EX,2005,0.8405561076875273,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NLLAB,T_MDV_T_GSL_EX,2005,0.7641419160795702,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NS,T_MDV_T_DSL_EX,2005,2.025277846825425,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
NS,T_MDV_T_GSL_EX,2005,1.0909592439112812,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
ON,T_MDV_T_DSL_EX,2005,22.314117579570503,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
ON,T_MDV_T_GSL_EX,2005,10.482423175124797,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
PEI,T_MDV_T_DSL_EX,2005,0.34093511865813,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
PEI,T_MDV_T_GSL_EX,2005,0.19974453627754704,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
QC,T_MDV_T_DSL_EX,2005,11.551788664092935,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
QC,T_MDV_T_GSL_EX,2005,6.338230334059918,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
SK,T_MDV_T_DSL_EX,2005,6.861396880272137,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
SK,T_MDV_T_GSL_EX,2005,2.649215016355653,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2005:composite:1:af69307cb4e7303b
AB,T_MDV_T_DSL_EX,2010,43.981121826919036,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
AB,T_MDV_T_GSL_EX,2010,14.515273448266065,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
BCT,T_MDV_T_DSL_EX,2010,35.683608138864784,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
BCT,T_MDV_T_GSL_EX,2010,12.845277934682917,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
MB,T_MDV_T_DSL_EX,2010,6.311515127267548,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
MB,T_MDV_T_GSL_EX,2010,2.023722672185558,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NB,T_MDV_T_DSL_EX,2010,2.7279720863271377,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NB,T_MDV_T_GSL_EX,2010,1.4568968916267608,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NLLAB,T_MDV_T_DSL_EX,2010,1.4916947646835834,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NLLAB,T_MDV_T_GSL_EX,2010,1.3560861497123486,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NS,T_MDV_T_DSL_EX,2010,3.5941638321450453,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
NS,T_MDV_T_GSL_EX,2010,1.9360732469159438,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
ON,T_MDV_T_DSL_EX,2010,39.59979835677203,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
ON,T_MDV_T_GSL_EX,2010,18.60265558541911,k vehicles,CEUD 2023 stock; MTO 2025 age; medium_trucks,T01,5,5,5,5,5,existing-capacity-road-medium-trucks-2010:composite:1:2500d65b5cd42d84
