VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	ACUR	ARL	2012	12	3	1	0	1	0	0	0	17
PASSENGER	ACUR	ARL	2011	6	2	0	0	0	0	0	0	8
PASSENGER	ACUR	ARL	2010	52	7	2	0	0	2	0	0	63
PASSENGER	ACUR	ARL	2009	34	13	5	1	4	0	0	0	57
PASSENGER	ACUR	ARL	2008	73	22	6	2	5	1	0	1	110
PASSENGER	ACUR	ARL	2007	49	15	8	2	7	0	0	1	82
PASSENGER	ACUR	ARL	2006	70	27	12	2	3	2	0	0	116
PASSENGER	ACUR	ARL	2005	219	110	56	35	24	4	0	2	450
PASSENGER	ACUR	ATL	2014	18	2	0	0	1	0	0	0	21
PASSENGER	ACUR	ATL	2013	143	27	3	2	8	0	0	0	183
PASSENGER	ACUR	ATL	2012	836	120	39	13	53	4	1	2	1068
PASSENGER	ACUR	ATL	2011	199	42	15	1	17	0	0	0	274
PASSENGER	ACUR	ATL	2010	534	91	32	7	20	3	0	4	691
PASSENGER	ACUR	ATL	2009	699	152	50	18	60	2	0	4	985
PASSENGER	ACUR	ATL	2008	1232	284	125	46	153	12	0	13	1865
PASSENGER	ACUR	ATL	2007	757	205	106	45	98	2	0	7	1220
PASSENGER	ACUR	ATL	2005	1379	691	265	189	202	28	3	56	2813
PASSENGER	ACUR	ATL	2004	1370	885	327	270	201	39	1	62	3155
PASSENGER	ACUR	AWT	2014	45	14	0	0	7	0	0	0	66
PASSENGER	ACUR	AWT	2013	63	9	4	1	12	1	0	1	91
PASSENGER	ACUR	AWT	2012	1312	288	61	12	188	16	0	2	1879
PASSENGER	ACUR	AWT	2011	171	49	10	6	25	0	0	1	262
PASSENGER	ACUR	AWT	2010	608	150	67	16	75	3	0	1	920
PASSENGER	ACUR	AWT	2009	642	189	59	9	87	5	0	2	993
PASSENGER	ACUR	CCS	2011	139	28	11	4	12	0	0	0	194
PASSENGER	ACUR	CCS	2009	648	107	56	26	55	3	0	2	897
PASSENGER	ACUR	CCS	2008	716	150	78	36	96	8	0	11	1095
PASSENGER	ACUR	CCS	2007	321	70	28	30	26	3	0	3	481
PASSENGER	ACUR	CDX	2018	1	0	0	0	0	0	0	0	1
PASSENGER	ACUR	CDX	2017	1068	82	7	0	56	3	0	1	1217
PASSENGER	ACUR	CDX	2016	813	99	12	0	49	0	1	0	974
PASSENGER	ACUR	CEP	2005	683	409	143	204	70	17	0	22	1548
PASSENGER	ACUR	CEP	2004	498	380	138	222	71	23	0	22	1354
PASSENGER	ACUR	CEP	2003	478	605	123	385	83	18	0	34	1726
PASSENGER	ACUR	CEP	2002	546	938	196	617	103	28	0	68	2496
PASSENGER	ACUR	CEP	2001	435	1049	222	699	118	40	0	71	2634
PASSENGER	ACUR	CET	2005	415	242	76	125	39	8	0	10	915
PASSENGER	ACUR	CET	2004	225	170	60	104	20	3	0	6	588
PASSENGER	ACUR	CET	2003	260	307	71	193	44	20	0	12	907
PASSENGER	ACUR	CET	2002	331	515	81	326	82	17	0	23	1375
PASSENGER	ACUR	CET	2001	282	645	142	482	73	32	0	46	1702
PASSENGER	ACUR	CID	2015	87	7	1	0	6	0	0	0	101
PASSENGER	ACUR	CID	2014	128	27	8	4	11	0	0	0	178
PASSENGER	ACUR	CPN	2007	475	100	63	35	41	3	0	4	721
PASSENGER	ACUR	CST	2006	478	165	97	60	66	5	0	4	875
PASSENGER	ACUR	CSX	2006	802	232	119	104	79	12	0	9	1357
PASSENGER	ACUR	CSX	2005	1	0	1	0	1	0	0	0	3
PASSENGER	ACUR	CSX	2004	2	4	1	3	0	0	0	0	10
PASSENGER	ACUR	CSX	2003	41	42	10	21	16	1	0	4	135
PASSENGER	ACUR	CSX	2002	93	227	64	149	56	14	0	30	633
PASSENGER	ACUR	CTP	2011	584	65	40	6	48	4	0	2	749
PASSENGER	ACUR	CTP	2010	720	79	60	18	73	4	0	3	957
PASSENGER	ACUR	CTP	2009	165	29	10	7	11	0	0	2	224
PASSENGER	ACUR	CTP	2008	245	38	30	10	26	2	0	3	354
PASSENGER	ACUR	CTX	2013	235	23	5	0	5	0	0	0	268
PASSENGER	ACUR	CTX	2012	527	55	19	5	43	0	0	2	651
PASSENGER	ACUR	CTX	2011	72	7	1	0	3	1	0	0	84
PASSENGER	ACUR	CTX	2010	212	25	16	2	19	2	0	0	276
PASSENGER	ACUR	CXP	2007	68	24	9	6	8	0	0	3	118
PASSENGER	ACUR	CXP	2006	165	80	30	20	18	1	0	4	318
PASSENGER	ACUR	C1E	2000	157	548	103	435	72	20	0	27	1362
PASSENGER	ACUR	C1E	1999	73	520	94	357	64	22	0	33	1163
PASSENGER	ACUR	C1P	2000	171	740	226	460	81	34	0	38	1750
PASSENGER	ACUR	C1P	1999	91	536	170	405	55	14	1	30	1302
PASSENGER	ACUR	C1P	1998	123	986	206	673	105	48	0	60	2201
PASSENGER	ACUR	C1S	2000	104	472	119	335	58	20	0	31	1139
PASSENGER	ACUR	C1S	1999	59	339	78	283	43	18	0	18	838
PASSENGER	ACUR	C1S	1998	112	957	194	709	144	45	0	46	2207
PASSENGER	ACUR	C1S	1997	13	327	56	234	72	20	0	22	744
PASSENGER	ACUR	IES	2020	194	7	0	0	0	0	0	0	201
PASSENGER	ACUR	IES	2019	307	25	3	0	3	0	0	0	338
PASSENGER	ACUR	IES	2018	90	4	0	1	1	0	0	0	96
PASSENGER	ACUR	IES	2017	242	22	6	0	11	0	0	1	282
PASSENGER	ACUR	IES	2016	299	36	5	1	16	0	0	0	357
PASSENGER	ACUR	IPT	2020	318	10	1	0	1	0	0	0	330
PASSENGER	ACUR	IPT	2019	496	42	1	0	3	0	0	0	542
PASSENGER	ACUR	IPT	2018	580	49	6	1	12	1	0	0	649
PASSENGER	ACUR	IPT	2017	1286	196	21	1	48	0	0	0	1552
PASSENGER	ACUR	IPT	2016	1049	100	26	4	50	1	0	0	1230
PASSENGER	ACUR	IRS	1998	47	392	80	212	69	21	0	34	855
PASSENGER	ACUR	IRS	1997	5	61	12	40	8	1	0	6	133
PASSENGER	ACUR	IRS	1996	35	577	115	349	111	24	0	38	1249
PASSENGER	ACUR	IRS	1995	60	1167	227	801	236	53	0	76	2620
PASSENGER	ACUR	IRS	1994	14	491	72	354	74	27	0	31	1063
PASSENGER	ACUR	IRS	1993	8	463	80	289	91	29	0	19	979
PASSENGER	ACUR	IRS	1992	22	896	133	561	222	45	0	41	1920
PASSENGER	ACUR	IRS	1991	10	1027	155	653	217	49	0	37	2148
PASSENGER	ACUR	IRS	1990	12	1123	151	630	231	45	0	25	2217
PASSENGER	ACUR	IRS	1989	0	81	10	55	14	1	0	1	162
PASSENGER	ACUR	IRS	1988	0	185	17	147	43	4	0	1	397
PASSENGER	ACUR	IRS	1987	1	327	23	217	73	14	0	0	655
PASSENGER	ACUR	IRS	1986	0	2	0	3	1	0	0	0	6
PASSENGER	ACUR	IWP	2020	6	1	0	0	0	0	0	0	7
PASSENGER	ACUR	IWP	2019	46	5	0	0	0	0	0	0	51
PASSENGER	ACUR	IWP	2018	21	5	0	0	1	0	0	0	27
PASSENGER	ACUR	IWP	2017	55	15	2	0	4	0	0	0	76
PASSENGER	ACUR	IWP	2016	87	16	1	0	7	0	0	0	111
PASSENGER	ACUR	I2P	2015	248	24	4	6	12	0	0	0	294
PASSENGER	ACUR	I2P	2014	486	53	14	7	35	1	0	0	596
PASSENGER	ACUR	I2P	2013	946	114	36	12	80	1	0	1	1190
PASSENGER	ACUR	I2T	2015	179	15	5	0	13	0	0	0	212
PASSENGER	ACUR	I2T	2014	316	30	10	2	15	0	0	2	375
PASSENGER	ACUR	I2T	2013	660	85	28	3	54	1	0	0	831
PASSENGER	ACUR	I20	2015	51	6	2	1	3	0	0	0	63
PASSENGER	ACUR	I20	2014	86	10	5	1	7	0	0	0	109
PASSENGER	ACUR	I20	2013	161	24	9	2	12	1	0	1	210
PASSENGER	ACUR	MDX	2020	1984	83	1	0	3	0	0	0	2071
PASSENGER	ACUR	MDX	2019	2924	167	7	0	27	0	0	0	3125
PASSENGER	ACUR	MDX	2018	1585	87	6	0	37	0	0	0	1715
PASSENGER	ACUR	MDX	2017	2612	266	14	0	138	0	0	0	3030
PASSENGER	ACUR	MDX	2016	2309	261	40	1	151	4	0	3	2769
PASSENGER	ACUR	MDX	2015	1560	191	38	0	78	5	1	3	1876
PASSENGER	ACUR	MDX	2014	2362	324	65	7	123	7	0	4	2892
PASSENGER	ACUR	MDX	2013	1469	255	46	4	64	4	0	4	1846
PASSENGER	ACUR	MDX	2012	1942	289	57	4	121	7	0	2	2422
PASSENGER	ACUR	MDX	2011	2068	416	84	14	132	27	0	2	2743
PASSENGER	ACUR	MDX	2010	1821	391	96	8	108	13	0	3	2440
PASSENGER	ACUR	MDX	2009	2413	524	145	23	172	19	0	2	3298
PASSENGER	ACUR	MDX	2008	2321	805	245	43	231	24	1	19	3689
PASSENGER	ACUR	MDX	2007	1803	723	240	51	175	30	1	19	3042
PASSENGER	ACUR	MDX	2006	1278	696	218	132	146	19	1	30	2520
PASSENGER	ACUR	MDX	2005	1328	885	281	174	138	41	2	32	2881
PASSENGER	ACUR	MDX	2004	1034	1041	329	226	122	43	1	39	2835
PASSENGER	ACUR	MDX	2003	748	1318	339	329	134	54	2	49	2973
PASSENGER	ACUR	MDX	2002	604	1270	271	315	150	53	2	35	2700
PASSENGER	ACUR	MDX	2001	327	1148	238	267	119	51	1	49	2200
PASSENGER	ACUR	RDX	2021	1430	8	1	0	0	0	0	0	1439
PASSENGER	ACUR	RDX	2020	5055	214	8	0	18	0	0	0	5295
PASSENGER	ACUR	RDX	2019	4085	287	14	1	64	1	0	1	4453
PASSENGER	ACUR	RDX	2018	3172	286	12	1	77	1	0	0	3549
PASSENGER	ACUR	RDX	2017	4565	443	29	0	247	3	0	2	5289
PASSENGER	ACUR	RDX	2016	2527	223	19	0	135	3	0	0	2907
PASSENGER	ACUR	RDX	2015	2532	320	27	4	173	1	0	2	3059
PASSENGER	ACUR	RDX	2014	2429	305	30	10	175	3	0	4	2956
PASSENGER	ACUR	RDX	2013	2316	335	48	9	178	2	0	1	2889
PASSENGER	ACUR	RDX	2012	575	127	15	6	59	12	0	1	795
PASSENGER	ACUR	RDX	2011	1012	196	38	9	76	7	0	3	1341
PASSENGER	ACUR	RDX	2010	991	173	51	14	66	13	0	3	1311
PASSENGER	ACUR	RDX	2009	881	204	48	20	92	10	0	1	1256
PASSENGER	ACUR	RDX	2008	1442	447	120	33	180	14	0	9	2245
PASSENGER	ACUR	RDX	2007	1308	373	121	42	133	17	0	7	2001
PASSENGER	ACUR	RST	2006	122	69	57	11	26	2	0	6	293
PASSENGER	ACUR	RST	2005	106	92	65	13	26	1	0	10	313
PASSENGER	ACUR	RST	2004	69	69	40	9	19	0	0	8	214
PASSENGER	ACUR	RST	2003	173	219	138	43	53	6	0	20	652
PASSENGER	ACUR	RST	2002	256	524	248	122	120	20	0	49	1339
PASSENGER	ACUR	RSX	2006	384	177	87	60	59	5	0	12	784
PASSENGER	ACUR	RSX	2005	413	281	126	116	84	8	0	25	1053
PASSENGER	ACUR	RSX	2004	178	204	63	82	51	7	0	16	601
PASSENGER	ACUR	RSX	2003	503	590	147	281	129	16	0	68	1734
PASSENGER	ACUR	RSX	2002	526	942	276	464	218	52	0	88	2566
PASSENGER	ACUR	TAA	2014	109	29	4	1	14	0	0	0	157
PASSENGER	ACUR	TAA	2013	208	46	8	0	17	0	0	1	280
PASSENGER	ACUR	TAT	2014	193	43	9	0	32	0	0	1	278
PASSENGER	ACUR	TAT	2013	273	70	2	4	31	2	0	0	382
PASSENGER	ACUR	TLT	2014	90	7	2	1	3	1	0	0	104
PASSENGER	ACUR	TLT	2013	223	42	6	1	9	0	0	0	281
PASSENGER	ACUR	TLX	2020	4	0	0	0	0	0	0	0	4
PASSENGER	ACUR	TLX	2019	38	2	0	0	0	0	0	0	40
PASSENGER	ACUR	TLX	2018	59	5	1	0	1	0	0	0	66
PASSENGER	ACUR	TLX	2017	64	14	1	0	5	0	0	0	84
PASSENGER	ACUR	TLX	2016	76	7	4	0	5	0	0	0	92
PASSENGER	ACUR	TLX	2015	298	28	7	1	19	0	0	0	353
PASSENGER	ACUR	TST	2014	1	0	0	0	0	0	0	0	1
PASSENGER	ACUR	TST	2013	110	8	5	0	6	0	0	0	129
PASSENGER	ACUR	TST	2012	246	30	11	4	13	0	0	0	304
PASSENGER	ACUR	TSX	2014	2	0	0	0	0	0	0	0	2
PASSENGER	ACUR	TSX	2013	1	1	0	1	0	0	0	0	3
PASSENGER	ACUR	TSX	2012	172	25	7	1	15	2	0	0	222
PASSENGER	ACUR	TSX	2011	260	25	13	2	15	0	0	0	315
PASSENGER	ACUR	TSX	2010	906	99	42	14	51	0	0	4	1116
PASSENGER	ACUR	TSX	2009	1453	294	116	49	96	5	0	15	2028
PASSENGER	ACUR	TSX	2008	679	141	74	30	62	4	0	2	992
PASSENGER	ACUR	TSX	2007	540	115	73	24	44	3	0	7	806
PASSENGER	ACUR	TSX	2006	1013	252	120	68	83	7	0	11	1554
PASSENGER	ACUR	TSX	2005	1218	448	197	138	117	14	0	21	2153
PASSENGER	ACUR	TSX	2004	1701	852	345	337	192	30	0	68	3525
PASSENGER	ACUR	TXB	2019	40	4	1	0	0	0	0	0	45
PASSENGER	ACUR	TXB	2018	48	13	1	0	2	0	0	0	64
PASSENGER	ACUR	TXB	2016	53	10	1	1	8	0	0	0	73
PASSENGER	ACUR	TXB	2015	187	37	4	0	20	0	0	0	248
PASSENGER	ACUR	TXT	2021	288	2	0	0	0	0	0	0	290
PASSENGER	ACUR	TXT	2020	1809	113	8	0	9	0	0	0	1939
PASSENGER	ACUR	TXT	2019	1918	136	11	0	18	0	0	0	2083
PASSENGER	ACUR	TXT	2018	1638	191	31	0	64	0	0	1	1925
PASSENGER	ACUR	TXT	2017	898	141	11	3	48	0	0	2	1103
PASSENGER	ACUR	TXT	2016	941	130	14	2	74	3	0	1	1165
PASSENGER	ACUR	TXT	2015	1913	256	38	9	116	3	0	0	2335
PASSENGER	ACUR	TYS	2008	416	135	62	11	93	4	0	4	725
PASSENGER	ACUR	TYS	2007	319	101	63	12	61	2	0	4	562
PASSENGER	ACUR	ZDX	2013	14	5	2	0	1	0	0	0	22
PASSENGER	ACUR	ZDX	2012	5	2	0	0	0	0	0	0	7
PASSENGER	ACUR	ZDX	2011	46	13	14	0	7	3	0	1	84
PASSENGER	ACUR	ZDX	2010	185	175	49	1	26	13	0	1	450
PASSENGER	ACUR	2TL	2018	159	11	1	0	4	0	0	0	175
PASSENGER	ACUR	2TL	2017	219	26	5	0	17	0	0	3	270
PASSENGER	ACUR	2TL	2016	302	55	3	0	31	1	0	0	392
PASSENGER	ACUR	2TL	2015	700	126	24	1	70	1	0	2	924
PASSENGER	ACUR	3TS	2003	217	437	100	220	44	19	1	20	1058
PASSENGER	ACUR	3TS	2002	269	605	143	337	79	33	0	27	1493
PASSENGER	ACUR	32S	2003	97	132	41	62	21	7	0	8	368
PASSENGER	ACUR	32S	2002	9	19	1	13	5	2	0	3	52
PASSENGER	ACUR	32S	2001	140	486	93	214	54	15	0	27	1029
PASSENGER	ACUR	32T	2006	1651	598	239	183	219	17	0	27	2934
PASSENGER	ACUR	32T	2003	555	1038	221	640	121	40	0	55	2670
PASSENGER	ACUR	32T	2002	360	816	160	487	66	35	1	28	1953
PASSENGER	ACUR	32T	2001	176	507	98	256	57	26	0	31	1151
PASSENGER	ACUR	32T	2000	505	1771	336	1173	169	77	1	96	4128
PASSENGER	ACUR	32T	1999	361	2072	348	1276	219	91	0	117	4484
PASSENGER	ACUR	32T	1998	18	268	32	137	28	4	0	4	491
PASSENGER	ACUR	32T	1997	28	339	50	224	35	12	0	11	699
PASSENGER	ACUR	32T	1996	20	374	66	248	37	11	0	12	768
PASSENGER	ACUR	35R	2004	46	28	7	11	1	0	1	2	96
PASSENGER	ACUR	35R	2003	41	32	8	16	6	0	1	2	106
PASSENGER	ACUR	35R	2002	69	121	20	60	13	3	0	4	290
PASSENGER	ACUR	35R	2001	17	40	8	24	10	2	1	0	102
PASSENGER	ACUR	35R	2000	57	118	36	73	20	6	0	10	320
PASSENGER	ACUR	35R	1999	55	170	32	92	25	6	0	6	386
PASSENGER	ACUR	35R	1998	42	287	41	145	50	11	0	14	590
PASSENGER	ACUR	35R	1997	38	353	60	160	46	8	1	10	676
PASSENGER	ACUR	35R	1996	19	211	43	127	23	4	0	9	436
PASSENGER	ACUR	***	2020	26	0	1	0	0	0	0	0	27
PASSENGER	ACUR	***	2019	20	1	0	0	1	0	0	0	22
PASSENGER	ACUR	***	2018	43	5	0	0	2	0	0	0	50
PASSENGER	ACUR	***	2017	143	34	3	0	11	0	0	0	191
PASSENGER	ACUR	***	2016	34	6	1	0	3	0	0	0	44
PASSENGER	ACUR	***	2015	96	10	3	0	3	0	0	0	112
PASSENGER	ACUR	***	2014	380	90	17	3	30	2	0	0	522
PASSENGER	ACUR	***	2013	286	44	14	3	31	1	0	0	379
PASSENGER	ACUR	***	2012	72	11	2	0	5	1	0	0	91
PASSENGER	ACUR	***	2010	27	9	3	1	6	1	0	0	47
PASSENGER	ACUR	***	2009	30	6	6	2	7	0	0	0	51
PASSENGER	ACUR	***	2008	64	19	13	3	27	0	0	4	130
PASSENGER	ACUR	***	2007	57	32	13	6	15	1	0	1	125
PASSENGER	ACUR	***	2005	3	6	1	0	1	0	0	0	11
PASSENGER	ACUR	***	2004	5	2	0	0	2	0	0	0	9
PASSENGER	ACUR	***	2003	122	199	53	105	29	6	1	17	532
PASSENGER	ACUR	***	2002	9	13	1	7	6	2	0	0	38
PASSENGER	ACUR	***	2001	174	588	193	265	82	24	0	39	1365
PASSENGER	ACUR	***	2000	204	928	334	481	157	38	0	74	2216
PASSENGER	ACUR	***	1999	114	783	235	485	161	29	0	44	1851
PASSENGER	ACUR	***	1998	162	1064	361	624	196	32	1	76	2516
PASSENGER	ACUR	***	1997	242	3182	657	2155	467	130	2	199	7034
PASSENGER	ACUR	***	1996	87	1094	282	688	159	45	0	67	2422
PASSENGER	ACUR	***	1995	107	1144	298	691	190	36	0	67	2533
PASSENGER	ACUR	***	1994	73	1559	351	985	336	76	1	109	3490
PASSENGER	ACUR	***	1993	43	1287	216	812	190	52	0	62	2662
PASSENGER	ACUR	***	1992	115	3173	564	1963	504	138	0	152	6609
PASSENGER	ACUR	***	1991	154	2452	378	1314	491	102	1	97	4989
PASSENGER	ACUR	***	1990	39	3545	503	2097	643	143	0	93	7063
PASSENGER	ACUR	***	1989	11	1515	196	926	242	64	0	7	2961
PASSENGER	ACUR	***	1988	1	1660	196	1031	278	83	0	6	3255
PASSENGER	ACUR	***	1987	3	1736	172	1014	288	57	0	0	3270
PASSENGER	ACUR	***	1986	0	31	3	11	4	3	0	0	52
PASSENGER	ALFA	FAG	2020	51	3	0	0	0	0	0	0	54
PASSENGER	ALFA	FAG	2019	63	7	2	0	5	2	0	0	79
PASSENGER	ALFA	FAG	2018	231	19	4	0	14	3	0	0	271
PASSENGER	ALFA	FAG	2017	322	63	11	0	13	0	0	1	410
PASSENGER	ALFA	PAG	2020	137	2	0	0	0	0	0	0	139
PASSENGER	ALFA	PAG	2019	163	15	2	0	1	0	0	0	181
PASSENGER	ALFA	STE	2018	584	63	15	0	59	1	0	0	722
PASSENGER	ALFA	***	2020	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2019	3	0	0	0	0	1	0	0	4
PASSENGER	ALFA	***	2018	7	2	0	0	1	0	0	0	10
PASSENGER	ALFA	***	2017	21	2	1	0	3	0	0	0	27
PASSENGER	ALFA	***	2016	35	13	1	0	4	0	0	0	53
PASSENGER	ALFA	***	2015	73	16	4	0	1	1	0	1	96
PASSENGER	ALFA	***	2014	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	2009	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2008	4	1	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2004	2	0	0	0	0	0	0	0	2
PASSENGER	ALFA	***	2003	1	3	0	0	0	0	0	0	4
PASSENGER	ALFA	***	2002	0	1	0	0	2	0	0	0	3
PASSENGER	ALFA	***	2001	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2000	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1999	1	3	2	0	0	0	0	0	6
PASSENGER	ALFA	***	1998	14	7	0	0	3	0	0	1	25
PASSENGER	ALFA	***	1997	5	7	1	0	3	1	0	0	17
PASSENGER	ALFA	***	1996	13	7	2	0	6	0	0	0	28
PASSENGER	ALFA	***	1995	4	7	1	1	0	0	0	0	13
PASSENGER	ALFA	***	1994	11	22	1	4	5	0	0	2	45
PASSENGER	ALFA	***	1993	25	13	1	0	5	0	0	2	46
PASSENGER	ALFA	***	1992	50	78	8	9	23	2	0	3	173
PASSENGER	ALFA	***	1991	103	204	32	37	32	3	0	10	421
PASSENGER	ALFA	***	1990	30	22	2	0	3	0	0	0	57
PASSENGER	ALFA	***	1989	60	73	13	7	12	0	0	1	166
PASSENGER	ALFA	***	1988	73	85	23	11	22	1	0	4	219
PASSENGER	ALFA	***	1987	101	194	31	22	38	2	0	4	392
PASSENGER	ALFA	***	1986	76	63	13	0	20	1	0	3	176
PASSENGER	ALFA	***	1985	23	31	5	1	5	0	0	0	65
PASSENGER	ALFA	***	1984	33	46	9	1	7	0	0	0	96
PASSENGER	ALFA	***	1983	27	58	11	5	5	1	0	0	107
PASSENGER	ALFA	***	1982	9	24	3	0	4	1	0	0	41
PASSENGER	ALFA	***	1981	21	37	4	0	6	2	0	0	70
PASSENGER	ALFA	***	1980	5	16	5	0	2	0	0	0	28
PASSENGER	ALFA	***	1979	17	30	6	2	6	0	0	2	63
PASSENGER	ALFA	***	1978	11	36	10	6	5	1	0	0	69
PASSENGER	ALFA	***	1977	23	44	11	3	5	1	0	0	87
PASSENGER	ALFA	***	1976	32	201	49	40	24	4	0	3	353
PASSENGER	ALFA	***	1975	22	132	32	17	12	3	0	4	222
PASSENGER	ALFA	***	1974	38	165	41	19	15	5	0	1	284
PASSENGER	ALFA	***	1973	20	144	41	16	10	4	0	1	236
PASSENGER	ALFA	***	1972	15	86	29	11	11	1	0	0	153
PASSENGER	ALFA	***	1971	34	168	58	18	11	6	0	3	298
PASSENGER	ALFA	***	1970	25	79	31	8	4	2	0	1	150
PASSENGER	ALFA	***	1969	31	106	66	11	9	2	0	0	225
PASSENGER	ALFA	***	1968	10	18	6	1	3	0	0	0	38
PASSENGER	ALFA	***	1967	11	26	11	0	1	0	0	0	49
PASSENGER	ALFA	***	1966	3	15	7	0	3	0	0	1	29
PASSENGER	ALFA	***	1965	5	8	4	0	0	0	0	0	17
PASSENGER	ALFA	***	1964	3	4	4	1	1	0	0	0	13
PASSENGER	ALFA	***	1963	3	4	7	0	2	0	0	0	16
PASSENGER	ALFA	***	1962	3	5	2	0	2	0	0	0	12
PASSENGER	ALFA	***	1961	2	9	2	0	2	0	0	0	15
PASSENGER	ALFA	***	1960	0	4	7	1	2	0	0	0	14
PASSENGER	ALFA	***	1959	3	9	4	0	0	0	0	0	16
PASSENGER	ALFA	***	1958	0	1	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1957	0	4	0	0	0	0	0	0	4
PASSENGER	ALFA	***	1955	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1954	0	3	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1953	0	3	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1952	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1949	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1948	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1947	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1932	1	0	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1929	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1927	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1988	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1987	0	2	0	0	1	0	0	0	3
PASSENGER	AMER	JEE	1986	86	489	102	40	75	13	0	4	809
PASSENGER	AMER	JEE	1985	90	653	127	56	115	14	0	13	1068
PASSENGER	AMER	JEE	1984	61	499	82	40	92	12	0	3	789
PASSENGER	AMER	JEE	1983	54	332	55	23	61	13	0	4	542
PASSENGER	AMER	JEE	1982	35	346	51	38	65	11	0	5	551
PASSENGER	AMER	JEE	1981	66	747	96	113	117	21	0	4	1164
PASSENGER	AMER	JEE	1980	38	841	132	92	113	20	0	6	1242
PASSENGER	AMER	JEE	1979	54	1482	241	227	150	47	0	5	2206
PASSENGER	AMER	JEE	1978	49	1148	201	166	124	32	0	1	1721
PASSENGER	AMER	JEE	1977	19	1003	165	124	101	22	0	0	1434
PASSENGER	AMER	JEE	1976	13	616	115	112	54	23	0	0	933
PASSENGER	AMER	JEE	1975	9	310	66	46	25	9	0	0	465
PASSENGER	AMER	JEE	1974	9	493	116	72	25	11	0	2	728
PASSENGER	AMER	JEE	1973	10	345	72	40	22	11	0	0	500
PASSENGER	AMER	JEE	1972	4	212	47	20	11	6	0	0	300
PASSENGER	AMER	JEE	1971	2	89	34	11	3	5	0	1	145
PASSENGER	AMER	JEE	1970	1	76	23	4	2	1	0	0	107
PASSENGER	AMER	JEE	1969	4	123	28	9	1	2	0	0	167
PASSENGER	AMER	JEE	1968	3	118	24	7	3	8	0	0	163
PASSENGER	AMER	JEE	1967	5	97	25	8	3	2	0	0	140
PASSENGER	AMER	JEE	1966	0	63	13	7	2	2	0	0	87
PASSENGER	AMER	JEE	1965	2	26	9	6	0	1	0	0	44
PASSENGER	AMER	JEE	1964	0	20	5	4	0	0	0	0	29
PASSENGER	AMER	JEE	1963	0	6	0	0	0	0	0	0	6
PASSENGER	AMER	JEE	1962	0	2	3	0	0	0	0	0	5
PASSENGER	AMER	JEE	1961	0	3	2	0	1	0	0	0	6
PASSENGER	AMER	JEE	1960	0	3	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1959	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1958	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1957	0	2	2	0	0	0	0	0	4
PASSENGER	AMER	JEE	1956	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1954	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1953	5	37	15	1	2	2	0	0	62
PASSENGER	AMER	JEE	1952	8	18	8	0	0	0	0	0	34
PASSENGER	AMER	JEE	1951	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1950	1	2	1	0	0	0	0	0	4
PASSENGER	AMER	JEE	1949	0	1	2	0	0	1	0	0	4
PASSENGER	AMER	JEE	1948	0	3	1	0	1	0	0	0	5
PASSENGER	AMER	JEE	1947	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1946	1	2	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1945	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1942	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1941	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	W/Y	1992	9	91	16	9	19	3	0	6	153
PASSENGER	AMER	W/Y	1991	100	986	167	113	281	33	0	48	1728
PASSENGER	AMER	W/Y	1990	108	1432	238	204	399	36	0	78	2495
PASSENGER	AMER	W/Y	1989	0	4	0	0	1	0	0	0	5
PASSENGER	AMER	WRA	1988	107	2076	264	234	428	52	0	53	3214
